id,job_count,preempted_job_count,start_time,finish_time,real_duration,jobs_total_duration,job_max_duration,preempted_jobs_total_duration,operation_type,operation_state,in_timeframe
d6800788-2aab6b04-3f403e8-44bf8155,1,0,561.466526s,579.250000s,20.492227s,17.765999s,17.766000s,0.000000s,Map,completed,1
d7750343-7f8303f9-3f403e8-4c9511d7,4,0,563.387361s,579.618000s,18.847022s,26.013999s,9.316000s,0.000000s,MapReduce,completed,1
fa59b7c7-fd698e9a-3f403e8-63142440,73,0,558.714233s,580.619000s,41.285767s,434.706955s,10.814000s,0.000000s,MapReduce,completed,0
5425faf6-43e5f482-3f403e8-7ea705e2,1,0,576.575817s,581.091000s,5.741952s,3.573999s,3.574000s,0.000000s,Sort,completed,1
a9f88e9d-22240f72-3f403e8-872145ae,3,0,569.709331s,581.615000s,13.394838s,28.238997s,11.115000s,0.000000s,Map,completed,1
4b9d0db4-340354db-3f403e8-6856b244,1252,0,478.807592s,582.668000s,121.192408s,45177.272351s,62.766000s,0.000000s,MapReduce,completed,0
d6e53915-8b01c8bc-3f403e8-2aa9c911,2,0,568.910842s,583.099000s,15.824462s,24.146998s,13.600000s,0.000000s,Map,completed,1
8d776746-de073b7b-3f403e8-42150db,4,0,562.475218s,584.092000s,25.778463s,34.672997s,11.585000s,0.000000s,MapReduce,completed,1
c2866ef9-885ee289-3f403e8-f2c92eef,98,0,520.299674s,584.333000s,75.125551s,1699.357940s,33.515000s,0.000000s,MapReduce,completed,1
c081970f-8a4aeac0-3f403e8-e752ab2c,24,0,562.650189s,585.375000s,24.667398s,253.214996s,21.883000s,0.000000s,Map,completed,1
d53fb158-aa737c1f-3f403e8-fb8688d1,37,0,566.746407s,585.377000s,29.374737s,190.148965s,11.033000s,0.000000s,Sort,failed,1
f184870f-e3f5f5c2-3f403e8-a27d7ac,1,0,579.063485s,585.496000s,8.187031s,5.970999s,5.971000s,0.000000s,Map,completed,1
ee3d8aa-79c184e7-3f403e8-850c4e08,147,0,556.541066s,586.131000s,38.745444s,1114.257907s,16.327000s,0.000000s,MapReduce,completed,1
70bf7c8f-37faec5a-3f403e8-d92729aa,58,0,556.157940s,587.201000s,43.842060s,453.864973s,20.579000s,0.000000s,Sort,completed,0
ff6c1967-d46ee089-3f403e8-2a8b0d17,1,0,578.156938s,587.818000s,11.375510s,9.296999s,9.297000s,0.000000s,Map,completed,1
3f23aaee-27ea768a-3f403e8-eacd1f43,1,0,582.640555s,589.065000s,8.055430s,5.525999s,5.526000s,0.000000s,Map,completed,1
be2b114a-3ea75424-3f403e8-f3d1d79c,1,0,575.661285s,589.458000s,15.352442s,12.943999s,12.944000s,0.000000s,Map,completed,1
dad5ee7c-c693d5ec-3f403e8-29401b0a,1,0,571.855812s,590.652000s,20.540953s,18.145000s,18.145000s,0.000000s,Map,completed,1
f10cb02-2f3aadc6-3f403e8-3f84f7ea,236,0,483.122044s,590.656000s,116.877956s,7954.968933s,70.071000s,0.000000s,MapReduce,completed,0
c09dcb2e-ae2a514b-3f403e8-4451d92a,1,0,543.338920s,591.175000s,50.626271s,47.747000s,47.747000s,0.000000s,Map,completed,1
2a6a8b0-61187a88-3f403e8-ddb71b5,7,0,576.294223s,591.430000s,17.796493s,88.999992s,14.916000s,0.000000s,Map,completed,1
a266c676-4b10c240-3f403e8-4d8b49a7,35,0,421.839951s,592.001000s,178.160049s,815.480986s,162.901000s,0.000000s,MapReduce,completed,0
7abda286-c7111f11-3f403e8-387940fd,17,0,534.659685s,592.407000s,65.340315s,145.428985s,48.979000s,0.000000s,Sort,completed,0
a9f08544-ad1cbae-3f403e8-895423b9,1,0,586.125759s,592.523000s,7.965162s,5.972999s,5.973000s,0.000000s,Map,completed,1
c560f78-1e94201e-3f403e8-855ae6e2,147,0,559.808592s,592.612000s,40.191408s,964.213891s,19.864000s,0.000000s,MapReduce,completed,0
d161312-8f5d9466-3f403e8-79c40d8b,125,0,559.014625s,592.654000s,40.985375s,1091.092933s,28.725000s,0.000000s,MapReduce,completed,0
aca6fc9a-aaef0b2e-3f403e8-7f28b97a,98,0,554.091658s,592.713000s,45.908342s,1173.448940s,30.856000s,0.000000s,MapReduce,completed,0
48299ae1-c58f93be-3f403e8-2878dd7d,43,0,569.194732s,593.676000s,30.805268s,260.721974s,16.155000s,0.000000s,MapReduce,completed,0
6daeb3da-43aa1edd-3f403e8-c30cbabc,19,0,525.360409s,593.811000s,74.639591s,1226.709996s,68.432000s,0.000000s,Merge,completed,0
9c38ad53-407094e8-3f403e8-c1b5ef2,36,0,587.547265s,593.862000s,12.452735s,213.436960s,6.306000s,0.000000s,Merge,completed,0
dcbea3d1-21e43b32-3f403e8-942cc1b2,45,0,580.968779s,593.947000s,19.031221s,284.992953s,12.412000s,0.000000s,MapReduce,completed,0
d7605985-87844c31-3f403e8-4584cf2b,45,0,586.369929s,594.727000s,13.630071s,307.334973s,8.177000s,0.000000s,MapReduce,completed,0
75b10daa-710bccff-3f403e8-234561d6,82,0,588.980330s,594.855000s,11.019670s,373.970970s,5.289000s,0.000000s,Merge,completed,0
a94b3232-b1e8e0a5-3f403e8-792cebfd,83,0,420.820438s,595.508000s,179.179562s,4696.267942s,138.295000s,0.000000s,MapReduce,completed,0
d08674f-45b09baa-3f403e8-5e21e1be,1,0,583.486289s,596.073000s,15.297840s,12.533999s,12.534000s,0.000000s,Map,completed,1
f84260f2-f3dd06dc-3f403e8-3e711cc3,9,0,431.885564s,596.314000s,168.114436s,186.082992s,160.193000s,0.000000s,MapReduce,completed,0
58e809fe-455ffb65-3f403e8-eb0454f2,2,0,588.345572s,596.348000s,11.654428s,7.395998s,3.781000s,0.000000s,MapReduce,completed,0
366cb7f0-93d590c4-3f403e8-b90fd381,67,0,514.911211s,596.521000s,85.088789s,2121.423961s,81.168000s,0.000000s,Map,completed,0
2ad29e35-451a3113-3f403e8-4ac6f960,8,0,315.349763s,596.891000s,284.650237s,2237.010995s,281.074000s,0.000000s,Reduce,completed,0
e91efe4e-f0af3b0c-3f403e8-513fb95a,2,0,568.422059s,598.667000s,31.577941s,60.339998s,30.170000s,0.000000s,Map,completed,0
160feb0c-f1ee206f-3f403e8-c1fd2078,2,0,578.471116s,598.786000s,21.528884s,40.529999s,20.265000s,0.000000s,Map,completed,0
582f1cae-272e2eb7-3f403e8-43554407,18,0,595.333981s,598.793000s,4.666019s,53.178986s,3.215000s,0.000000s,Map,completed,0
fd17df81-8b5ea0fa-3f403e8-ce170cf3,1,0,593.084453s,598.826000s,6.915547s,5.254000s,5.254000s,0.000000s,Map,completed,0
d60a87ec-6fc3e6f8-3f403e8-598527ba,2,0,590.517470s,598.944000s,9.482530s,16.768028s,8.384000s,0.000000s,Map,completed,0
a646ba41-31d0801b-3f403e8-f43cb529,1,0,595.573690s,599.000000s,4.426310s,3.421999s,3.422000s,0.000000s,Map,completed,0
ed03a4cb-936ac45f-3f403e8-d9889643,4,0,595.938941s,599.240000s,4.061059s,7.062996s,2.658000s,0.000000s,MapReduce,completed,0
1ae7cadc-b2a74c4f-3f403e8-18cbc1f1,1,0,581.837055s,599.763000s,18.162945s,17.227999s,17.228000s,0.000000s,Map,completed,0
8ed49660-b46597f4-3f403e8-43c693ef,120,0,562.482362s,599.843000s,37.517638s,2765.526954s,36.353000s,0.000000s,Map,completed,0
d50c5206-86d4f799-3f403e8-f6d3804a,1,0,589.003366s,599.929000s,10.996634s,10.370000s,10.370000s,0.000000s,Map,completed,0
2d3bf2c1-b330d154-3f403e8-415ca82e,5,0,566.513354s,599.950000s,33.486646s,162.269994s,32.454000s,0.000000s,Map,completed,0
e5f05e8c-e6c59819-3f403e8-b0947da0,1,0,594.181075s,599.990000s,5.818925s,5.415000s,5.415000s,0.000000s,Vanilla,completed,0
2bcd8207-7466169f-3f403e8-8facb4e9,2,0,590.125390s,599.992000s,9.874610s,18.760027s,9.432000s,0.000000s,Map,completed,0
24330f28-88d34607-3f403e8-fd7b1ab4,53,0,0.000000s,601.867000s,600.000000s,18067.614971s,600.000000s,0.000000s,Map,completed,0
277a7c94-2e0c4a3-3f403e8-5d831046,7,0,0.000000s,602.242000s,600.000000s,2518.940996s,600.000000s,0.000000s,MapReduce,completed,0
84742f1f-3b245691-3f403e8-3cb4bed4,16,0,0.000000s,602.296000s,600.000000s,5006.097994s,600.000000s,0.000000s,Map,aborted,0
164bac39-dab63588-3f403e8-e5a3e1e7,62,0,0.000000s,602.714000s,600.000000s,19271.116971s,600.000000s,0.000000s,Map,completed,0
8189e446-dbc1c16b-3f403e8-fb6955f0,5,0,0.000000s,603.164000s,600.000000s,2999.999998s,600.000000s,0.000000s,MapReduce,completed,0
92248c67-320f277c-3f403e8-e3a687a0,77,0,0.000000s,603.546000s,600.000000s,32587.505967s,600.000000s,0.000000s,Map,completed,0
2fe9dc1-7037948f-3f403e8-77a4da61,22,0,0.000000s,608.637000s,600.000000s,6998.307993s,600.000000s,0.000000s,MapReduce,completed,0
e914fd3b-e0b4f828-3f403e8-4fe8fc1,55,0,0.000000s,608.790000s,600.000000s,23380.427975s,600.000000s,0.000000s,Map,completed,0
1ccabf62-660a1819-3f403e8-6e0546f0,158,0,0.000000s,608.867000s,600.000000s,64449.498931s,600.000000s,0.000000s,MapReduce,completed,0
5cf43dc-5093f82e-3f403e8-db7810b2,2,0,0.000000s,609.688000s,600.000000s,609.096000s,600.000000s,0.000000s,Map,completed,0
b30b771a-b84aa8a0-3f403e8-68e16a14,178,0,0.000000s,615.550000s,600.000000s,34421.955907s,594.949000s,0.000000s,Map,completed,0
e32a6422-97908359-3f403e8-a58aa1ae,23,0,0.000000s,629.972000s,600.000000s,8602.749986s,583.005000s,0.000000s,Map,completed,0
d08d4c5b-7b37b2f1-3f403e8-d79ce360,36,0,52.738693s,637.995000s,547.261307s,18026.646985s,545.987000s,0.000000s,Map,aborted,0
b5e1b2c2-85da987c-3f403e8-84263ad0,288,0,0.000000s,700.290000s,600.000000s,140692.953871s,600.000000s,0.000000s,Merge,completed,0
79ae504e-32728252-3f403e8-c9c195d9,65,0,0.000000s,702.580000s,600.000000s,35818.423961s,600.000000s,0.000000s,Map,completed,0
1a972b25-1322a88a-3f403e8-55445d8b,36051,0,0.000000s,705.097000s,600.000000s,8767827.134331s,600.000000s,0.000000s,Reduce,completed,0
6caf3e26-fc001a1-3f403e8-6fe4e98e,14653,0,0.000000s,1005.459000s,600.000000s,102471.670839s,600.000000s,0.000000s,RemoteCopy,completed,0
